#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

38	0.15		3900		3.05e+32  1.28e+31  4.65e+31  0.00e+00
39	0.16		4000		3.05e+32  1.65e+31  5.52e+31  0.00e+00
40	0.16		4100		3.05e+32  8.21e+30  3.48e+31  0.00e+00
41	0.17		4200		3.05e+32  1.05e+31  4.52e+31  0.00e+00
42	0.17		4300		3.05e+32  1.36e+31  5.38e+31  0.00e+00
43	0.17		4400		3.05e+32  1.74e+31  6.13e+31  0.00e+00
44	0.18		4500		3.05e+32  1.74e+31  6.13e+31  0.00e+00
45	0.18		4600		3.05e+32  1.21e+31  4.60e+31  0.00e+00
46	0.19		4700		3.05e+32  1.35e+31  4.69e+31  0.00e+00
47	0.19		4800		3.05e+32  1.34e+31  5.39e+31  0.00e+00
48	0.20		4900		3.05e+32  1.27e+31  5.35e+31  0.00e+00
49	0.20		5000		3.05e+32  1.05e+31  4.52e+31  0.00e+00
50	0.20		5100		3.05e+32  1.44e+31  5.42e+31  0.00e+00
51	0.21		5200		3.05e+32  1.13e+31  4.56e+31  0.00e+00
52	0.21		5300		3.05e+32  1.13e+31  4.56e+31  0.00e+00
53	0.22		5400		3.05e+32  1.42e+31  5.42e+31  0.00e+00
54	0.22		5500		3.05e+32  1.79e+31  6.16e+31  0.00e+00
55	0.23		5600		3.05e+32  1.87e+31  6.19e+31  0.00e+00
56	0.23		5700		3.05e+32  2.10e+31  6.79e+31  0.00e+00
57	0.23		5800		3.05e+32  1.80e+31  6.16e+31  0.00e+00
58	0.24		5900		3.05e+32  1.88e+31  6.18e+31  0.00e+00
59	0.24		6000		3.05e+32  1.87e+31  6.19e+31  0.00e+00
60	0.24		6100		3.05e+32  1.27e+31  4.65e+31  0.00e+00
61	0.25		6200		3.05e+32  1.56e+31  5.48e+31  0.00e+00
62	0.25		6300		3.05e+32  1.65e+31  6.11e+31  0.00e+00
63	0.25		6400		3.05e+32  1.51e+31  5.44e+31  0.00e+00
64	0.26		6500		3.05e+32  1.28e+31  4.64e+31  0.00e+00
65	0.26		6600		3.05e+32  1.49e+31  5.45e+31  0.00e+00
66	0.26		6700		3.05e+32  1.73e+31  6.14e+31  0.00e+00
67	0.27		6800		3.05e+32  1.96e+31  6.75e+31  0.00e+00
68	0.27		6900		3.05e+32  2.11e+31  6.79e+31  0.00e+00
69	0.27		7000		3.05e+32  1.50e+31  5.45e+31  0.00e+00
70	0.28		7100		3.05e+32  1.34e+31  4.69e+31  0.00e+00
71	0.28		7200		3.05e+32  1.63e+31  5.51e+31  0.00e+00
72	0.29		7300		3.05e+32  1.64e+31  6.11e+31  0.00e+00
73	0.29		7400		3.05e+32  1.58e+31  6.08e+31  0.00e+00
74	0.29		7500		3.05e+32  1.36e+31  5.38e+31  0.00e+00
75	0.30		7600		3.05e+32  1.27e+31  5.34e+31  0.00e+00
76	0.30		7700		3.05e+32  1.51e+31  6.05e+31  0.00e+00
77	0.30		7800		3.05e+32  1.82e+31  6.70e+31  0.00e+00
78	0.31		7900		3.05e+32  1.29e+31  5.35e+31  0.00e+00
79	0.31		8000		3.05e+32  1.35e+31  5.38e+31  0.00e+00
80	0.31		8100		3.05e+32  1.28e+31  5.35e+31  0.00e+00
81	0.32		8200		3.05e+32  1.12e+31  4.57e+31  0.00e+00
82	0.32		8300		3.05e+32  1.28e+31  5.35e+31  0.00e+00
83	0.33		8400		3.05e+32  1.28e+31  5.35e+31  0.00e+00
84	0.33		8500		3.05e+32  1.12e+31  5.27e+31  0.00e+00
85	0.33		8600		3.05e+32  1.42e+31  6.02e+31  0.00e+00
86	0.34		8700		3.05e+32  1.19e+31  5.31e+31  0.00e+00
87	0.34		8800		3.05e+32  1.65e+31  6.11e+31  0.00e+00
88	0.34		8900		3.05e+32  1.65e+31  6.11e+31  0.00e+00
89	0.35		9000		3.05e+32  1.35e+31  5.38e+31  0.00e+00
90	0.35		9100		3.05e+32  1.50e+31  5.45e+31  0.00e+00
91	0.36		9200		3.05e+32  1.21e+31  4.60e+31  0.00e+00
92	0.36		9300		3.05e+32  1.27e+31  4.65e+31  0.00e+00
93	0.36		9400		3.05e+32  8.31e+30  3.48e+31  0.00e+00
94	0.37		9500		3.05e+32  1.03e+31  4.52e+31  0.00e+00
95	0.37		9600		3.05e+32  1.26e+31  5.35e+31  0.00e+00
96	0.38		9700		3.05e+32  1.19e+31  5.31e+31  0.00e+00
97	0.38		9800		3.05e+32  1.35e+31  5.38e+31  0.00e+00
98	0.38		9900		3.05e+32  1.49e+31  5.45e+31  0.00e+00
99	0.39		10000		3.05e+32  1.80e+31  6.16e+31  0.00e+00
